Review,Star
Birokrasi sangat sangat tidak jelas..banyak di manfaatkan oleh bnyak oknum,1 bintang
"Setiap hari tak pernah surut pengunjung yg mengurus administrasi kependudukan, pelayanannya tolong d maximalkan",2 bintang
"Rencana kesini mau buat KIA, ternyata kalau mau bikin bisa di Kecamatan😌",5 bintang
Ada speaker tapi ga digunakan. Alhasil udh dipanggil tapi ga kedengeran,5 bintang
KK dan E-KTP saya belum di UPDATE data dan nama nya ....gimna nih  petugas disdukcapil Kab.tangerang..lagi di butuhkan data yang baru KK dan E-KTP,3 bintang
Mantab,5 bintang
Sudah cukup bagus hanya perlu lebih cepat,5 bintang
Free n free.... Cepeeeeet bingiiiiiiiit pelayanan nya👍👍👍👍👍👍👍👍👍👍👍👍💕🇮🇩💕🇮🇩💕🇮🇩,5 bintang
"Antrean panjang, perlu dibuat atau diatur kembali jalur nya",5 bintang
Udah nunggu lama-lama yg keluar resi...kenapa yah padahal blangko e-ktp kan ada...mengecewakan sekali,1 bintang
Kecewa,5 bintang
Karna  saya suka  buat jualan n,3 bintang
Bagus banget tempatnya adem,1 bintang
Persyaratan buat update e-ktp apa ja? Tolong dijawab.. mksh,1 bintang
Pelayanannya bagus,4 bintang
Pelayanan memuaskan,5 bintang
"Pelayanan kurang cepat, lambat, harusnya diberi waktu setiap pelayanan 15 menit perorang",3 bintang
"Kurang papan informasi dan no.antrian untuk di loket 1-12, jadi ngga tertib",4 bintang
"Tolong kepada petugas, agar lebih menertibkan masyarakat supaya mau antri dengan tertib.",4 bintang
Blangko KTP sudah ada?,1 bintang
Cepat & gratis dalam mengurus surat keluar/pindah kependudukan tangerang,5 bintang
"Rame yg urus eKTP, KIA & KK",3 bintang
Ngurus data ma tempat aq shalat,5 bintang
"Pelayanan buruk, di bagian percetakan e-KTP, pelayanan tidak ramah",1 bintang
Lama,4 bintang
Pelayananya kurang memuaskan kerjanya lama,2 bintang
Jadi ingat pas bikin KTP,5 bintang
KTP DIKORUPSI,1 bintang
Birokrasi yang berbelit-belit,2 bintang
Kurang adem,3 bintang
"capek tunggu ,antri.. bolak balik",2 bintang
Kok gak bersih yah ..,5 bintang
Mintabsurat rekomendasi tapi salah alamat,5 bintang
"Pelayanannya kurang, berbeda bila swasta yg kelola",3 bintang
satua area gedung ada beberapa kantor pemerintahan,5 bintang
Pelayanannya cukup cepat,5 bintang
Yang butuh info silahkan langsung japri,5 bintang
Gak tega apa melihat pemulung disini,1 bintang
Akses jalan bagus .Bangunan rapi .parkiran jg luas,5 bintang
"Terkesan semrawut, kurang tertata, ramai, berisik mirip pasar malam.",3 bintang
"Penataan rapih dan bersih, pelayanan yang ramah",5 bintang
Biasa aja.,3 bintang
Pelayanannya ancur!,1 bintang
Disdukcapil kab tangerang,4 bintang
Urusan ktp akte bayar ini bayar itu disini,4 bintang
Kurang ramah pelayanan,3 bintang
Antri banget,3 bintang
Bikin ktp lama banget,5 bintang
"Rapih,bersih,ruangan luas.pelayanan cepat.",5 bintang
Rapih,5 bintang
Parkiran luas. Pegawai nya komunikatif.,3 bintang
Gak ramah petugas nya..,1 bintang
Cepat layanan lumayan,5 bintang
Pelayanan kayak tai,1 bintang
Gedung usaha usaha daerah,3 bintang
Nyaman,5 bintang
Kantornya bagus tetapi pelayanannya tidak bagus,3 bintang
"Sepertinya keluhannya tidak ada yang baca
apalagi ditanggapi , birokrasinya,,,,,,
besok lagi",2 bintang
cukup,3 bintang
Pelayanan yang buruk dan kurang profesional,2 bintang
Mantap,5 bintang
pusat kantor terbaik,5 bintang
Lama proses,2 bintang
jangan lama3 ngurusnya,4 bintang
Kecewa,1 bintang
Pelayanannya lumayan,4 bintang
lambat,1 bintang
Mayan,4 bintang
Lumayan,5 bintang
Bagus,5 bintang
Ngantre,5 bintang
Sistemnya masih kacau,1 bintang
Alhamdulillah pelayanan ramah dan cepat.. Semua teratur ... Bersyukur datang ke situ jam 9 meminta no antrian dan dpt jam antrian 9.30.. Jadi gak lama nunggu cuma 20 menit untuk bisa masuk ke loket antrian pukul 9.30 sesuai kartu antrian …,5 bintang
"(Diterjemahkan oleh Google) Nomor kontak kantor, sms, wa, tidak sesuai dengan banner alias tidak aktif! Bagaimana ini ??
(Asli)
Nomor kontak kantor, sms, wa, ga sesuai spanduk alias ga aktif! Kumaha ieu??",2 bintang
"Most of the employees are unfriendly when giving out services or if someone is asking for information. It is like they intentionally making me feels like I'm unwelcomed. Once, feels like more than enough to last a lifetime.
(Diterjemahkan …",1 bintang
"No temperature check and no hand sanitizer
(Diterjemahkan oleh Google)
Tidak ada pemeriksaan suhu dan tidak ada pembersih tangan",3 bintang
"(Diterjemahkan oleh Google) Cukup ramai / padat.
(Asli)
Cukup ramai / padat.",4 bintang
"Really really bad services
(Diterjemahkan oleh Google)
Layanan yang benar-benar buruk",1 bintang
"The first time I went here was 7 years ago and it was undeniably one of the worst experiences I've ever encountered with the bureaucracy.
Fast forward, I came back to this place around February 2020 to consolidate the data in my family …",2 bintang
"Place good
(Diterjemahkan oleh Google)
Tempat yang bagus",3 bintang
"(Diterjemahkan oleh Google) Mantaap
(Asli)
Mantaap",5 bintang
"ok
(Diterjemahkan oleh Google)
baik",5 bintang
"Ok
(Diterjemahkan oleh Google)
Baik",5 bintang
"(Diterjemahkan oleh Google) Huhhhh
(Asli)
Huhhhh",1 bintang
"It's been 2 years trying to get my ID card reprinted. There're some improvements made to the processing service and it's good. But still needs a lot more to be convenient for public service. Keep up the good services.
(Diterjemahkan oleh …",3 bintang
"Excellent
(Diterjemahkan oleh Google)
Luar biasa",5 bintang
"For the place it does not matter but the most I do not like the service which sometimes seems to be difficult and the queues are always lengthening.
(Diterjemahkan oleh Google)
Untuk tempat itu tidak masalah tapi yang paling saya tidak suka layanan yang kadang-kadang tampaknya sulit dan antrian selalu memanjang.",4 bintang
"(Diterjemahkan oleh Google) banyak padat
(Asli)
Ramai padat",5 bintang
"I like it
(Diterjemahkan oleh Google)
saya suka itu",5 bintang
"ok
(Diterjemahkan oleh Google)
baik",4 bintang
"Bad services
(Diterjemahkan oleh Google)
Layanan buruk",1 bintang
"(Diterjemahkan oleh Google) buat ktp panjang kan
(Asli)
bikin ktp lama betul",2 bintang
"(Diterjemahkan oleh Google) tidak
(Asli)
Pas",5 bintang
,4 bintang
,5 bintang
,3 bintang
,5 bintang
,3 bintang
,4 bintang
,4 bintang
,3 bintang
,4 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,4 bintang
,5 bintang
,2 bintang
,3 bintang
,3 bintang
,4 bintang
,2 bintang
,3 bintang
,5 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,3 bintang
,5 bintang
,1 bintang
,5 bintang
,4 bintang
,5 bintang
,2 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,4 bintang
,4 bintang
,1 bintang
,3 bintang
,4 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,4 bintang
,4 bintang
,5 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,3 bintang
,3 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,5 bintang
,3 bintang
,5 bintang
,4 bintang
,1 bintang
,3 bintang
,3 bintang
,5 bintang
,1 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,4 bintang
,3 bintang
,4 bintang
,5 bintang
,5 bintang
,1 bintang
,4 bintang
,5 bintang
,2 bintang
,1 bintang
,1 bintang
,5 bintang
,5 bintang
,1 bintang
,3 bintang
,5 bintang
,5 bintang
,3 bintang
,4 bintang
,5 bintang
,5 bintang
,1 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,1 bintang
,3 bintang
,5 bintang
,4 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
,5 bintang
